Regiao - Sigla,Estado - Sigla,Municipio,Revenda,CNPJ da Revenda,Nome da Rua,Numero Rua,Complemento,Bairro,Cep,Produto,Data da Coleta,Valor de Venda,Valor de Compra,Unidade de Medida,Bandeira
SE,MG,BELO HORIZONTE,CELT -COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,01.830.179/0001-77,AVENIDA DOM PEDRO I,2177,LETRA A,SAO JOAO BATISTA,31515-300,ETANOL,30/10/2023,"3,39",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,POSTO TRANCOSO LTDA,03.911.603/0001-33,RUA JOSE CLETO,1232,,SANTA CRUZ,31155-290,GASOLINA,31/10/2023,"5,39",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,POSTO TRANCOSO LTDA,03.911.603/0001-33,RUA JOSE CLETO,1232,,SANTA CRUZ,31155-290,GASOLINA ADITIVADA,31/10/2023,"5,59",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,POSTO TRANCOSO LTDA,03.911.603/0001-33,RUA JOSE CLETO,1232,,SANTA CRUZ,31155-290,DIESEL S10,31/10/2023,"6,09",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,POSTO TRANCOSO LTDA,03.911.603/0001-33,RUA JOSE CLETO,1232,,SANTA CRUZ,31155-290,ETANOL,31/10/2023,"3,39",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,ALMADA & CIA LIMITADA,16.626.814/0001-76,RUA JACUI,4040,,IPIRANGA,31160-190,GASOLINA,31/10/2023,"5,27",,R$ / litro,BRANCA
SE,MG,BELO HORIZONTE,ALMADA & CIA LIMITADA,16.626.814/0001-76,RUA JACUI,4040,,IPIRANGA,31160-190,DIESEL,31/10/2023,"5,95",,R$ / litro,BRANCA
SE,MG,BELO HORIZONTE,ALMADA & CIA LIMITADA,16.626.814/0001-76,RUA JACUI,4040,,IPIRANGA,31160-190,ETANOL,31/10/2023,"3,27",,R$ / litro,BRANCA
SE,MG,BELO HORIZONTE,MINEIRAO POSTO DE SERVICOS LTDA,16.599.607/0001-70,AVENIDA PRESIDENTE ANTONIO CARLOS,2710,,CACHOEIRINHA,31130-194,GNV,31/10/2023,"4,55",,R$ / m³,VIBRA
SE,MG,BELO HORIZONTE,MINEIRAO POSTO DE SERVICOS LTDA,16.599.607/0001-70,AVENIDA PRESIDENTE ANTONIO CARLOS,2710,,CACHOEIRINHA,31130-194,GASOLINA,31/10/2023,"5,29",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,MINEIRAO POSTO DE SERVICOS LTDA,16.599.607/0001-70,AVENIDA PRESIDENTE ANTONIO CARLOS,2710,,CACHOEIRINHA,31130-194,ETANOL,31/10/2023,"3,29",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,POSTO PIO XII LTDA.,05.020.360/0001-79,AVENIDA DO CONTORNO,9008,,SANTO AGOSTINHO,30110-067,GASOLINA,30/10/2023,"5,39",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,POSTO PIO XII LTDA.,05.020.360/0001-79,AVENIDA DO CONTORNO,9008,,SANTO AGOSTINHO,30110-067,GASOLINA ADITIVADA,30/10/2023,"5,79",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,POSTO PIO XII LTDA.,05.020.360/0001-79,AVENIDA DO CONTORNO,9008,,SANTO AGOSTINHO,30110-067,ETANOL,30/10/2023,"3,49",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,GNV SETE BELO LTDA,04.399.544/0001-29,AVENIDA CRISTIANO MACHADO,8898,,MINASLANDIA,31812-112,GNV,31/10/2023,"4,55",,R$ / m³,VIBRA
SE,MG,BELO HORIZONTE,GNV SETE BELO LTDA,04.399.544/0001-29,AVENIDA CRISTIANO MACHADO,8898,,MINASLANDIA,31812-112,GASOLINA,31/10/2023,"5,39",,R$ / litro,VIBRA
SE,MG,BELO HORIZONTE,GNV SETE BELO LTDA,04.399.544/0001-29,AVENIDA CRISTIANO MACHADO,8898,,MINASLANDIA,31812-112,DIESEL S10,31/10/2023,"6,09",,R$ / litro,VIBRA
